player,comment,media
vinijr,STOP PLAYING LIKE YOU DON'T HAVE TEAMMATE'S 🤦🏾‍♂️🤢🤮🤮🤮🤮🤮🤮🤮🐀🐁🐁🐀🐁🐀🐀🐀🐀🐀🐀 0 FINISHING ROdrGO better🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡🤡,instagram
vinijr,Y el baile hoy? 🤡,instagram
vinijr,Waste goal waste goal waste goal go to hell 😡😡😡😡😡😡😡😡,instagram
vinijr,👎👎👎,instagram
vinijr,😡😡😡👎🏼👎🏼👎🏼,instagram
vinijr,"Play football or go ur home u only dancing on the stadium , we want a goal in the match and u want a beautiful goal shame on u to wear RealMadrid shirt",instagram
vinijr,#viniout,instagram
vinijr,#viniout,instagram
vinijr,Vinicius out,instagram
vinijr,#out,instagram
vinijr,Nunca desista de lutar vini te amo cara ❤️❤️,instagram
vinijr,"Pecho frio, sobrevalorado",instagram
vinijr,#viniout,instagram
vinijr,Muy bonito pero espabila que te centras más en las tonterías que en jugar al futbol,instagram
vinijr,@vinijr out,instagram
vinijr,Outtttttttttttttttttttttt,instagram
vinijr,Outttttt,instagram
vinijr,Outttttt,instagram
vinijr,"Baila Vini Jr, para de bailar n garoto",instagram
vinijr,Bro mejoras y vuelves a tu prime de la anterior temporada o mbappe te quitara el puesto y el siguiente entrenador te pondra en banca,instagram
vinijr,Vinicius Jr need to be on bench 😤😡😡,instagram
vinijr,0 0😡,instagram
vinijr,🙌,instagram
vinijr,👏,instagram
vinijr,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,instagram
vinijr,👎🤮,instagram
vinijr,Kossss Omkkkk Ya Vini 🤡😭,instagram
vinijr,Real sociedad 0-0 real Madrid= vini jr😕😤,instagram
vinijr,You are a joy to the football world. Your qualities and passion shine like a bright star in a dark sky. Racists will not tell your story. You will tell your story. The football world is large but small in community. You will rise above the ignorance and bring happiness to the real supporters of this beautiful sport. On and off the pitch you are an example of goodness. Keep on and stay strong! VAI VINNY!!!!!!!! 🕺🕺🕺🕺🕺,instagram
vinijr,Continue sendo o Homem que vc é Vc é Capaz de Tudo só depende de vc  sempre te admirei Vini Vc vai Longe e sempre disse aqui onde eu Moro vc vai ser o Melhor do Mundo não Ligue pras críticas pra essas pessoas que são Rasistas Vc é Muito Mais sou seu fã .... Deixa falar oque quiser mostra quem Vc é brilha Vini ..,instagram
vinijr,"Vini eu cheguei anti-ontem aq,quando a gente vai bater aquela bolinha?",instagram
vinijr,Bot,instagram
vinijr,🤡,instagram
vinijr,😂+🤡,instagram
vinijr,Out,instagram
vinijr,😡😡😡😡,instagram
vinijr,😡😡😡😡😡,instagram
vinijr,🤡0:0,instagram
vinijr,💔👎,instagram
vinijr,🤬🤬🤬,instagram
vinijr,🖕🖕🖕🖕🖕,instagram
vinijr,🤡,instagram
vinijr,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,instagram
vinijr,😠😠,instagram
vinijr,😡😡😡😡😡😡🖕🖕🖕🖕🖕,instagram
vinijr,"Ve a la banca ,por el bien del real Madrid",instagram
vinijr,"Déjate de gilipolleces y mete un puto gol,hostias",instagram
vinijr,Fuck it😑,instagram
vinijr,Péssimo,instagram
vinijr,Menudo PAQUETE estás hecho 😂😂😂😂😂😂,instagram
vinijr,🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,instagram
vinijr,Damn you,instagram
vinijr,You dog,instagram
vinijr,🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼,instagram
vinijr,"FUCK FAN RACIST FROM ATLETICO DE MADRID🖕Aqui é Madrid , Baila vini🕺",instagram
vinijr,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,instagram
vinijr,Ouuuut🖕🏻🖕🏻🖕🏻🖕🏻😡,instagram
vinijr,"eres el causante de todos los desastres que pasan en el Real Madrid, eres el causante de tropiezos y tristezas, los adultos se afligen y los niños lloran por tu insignificancia, por ti el Barcelona amplió la diferencia a cinco puntos, Los madridistas nunca te lo perdonarán.",instagram
vinijr,"Nada melhor do que se pagar com o bem o mal que te fizeram,vc é GIGANTE 🙌",instagram
vinijr,@vinijr @vinijr @vinijr  nao liga pras críticas não,instagram
vinijr,🤡🤡🤡,instagram
vinijr,👏,instagram
vinijr,Lord vini please GET OUT FROM MADRID.,instagram
vinijr,🖤,instagram
vinijr,حرام تلعب مع اتحاد كلباء انت,instagram
vinijr,Puta puta puta,instagram
vinijr,#viniout #viniout #viniout fuckin bitch!,instagram
vinijr,Stupid 😡😡😡😡😡😡😡😡,instagram
vinijr,@vinijr APRENDE A DEFINIR F*CK..,instagram
vinijr,💩💩🤡🤡,instagram
vinijr,"Hey Vini. Why can’t you guys score just one goal? Why are you guys so bad lately. One goal is all I needed for you guys to score and yet you couldn’t. What an embarrassment that a trash team like Real Sociedad can make sure you don’t score any goals. Embarrassing man, Real Madrid is nothing but just a big name with garbage players.",instagram
vinijr,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,instagram
vinijr,👎🏻👎🏻🐁,instagram
vinijr,Fu(k you Fu(k you,instagram
vinijr,The wrost player in the world.,instagram
vinijr,"Baila Vini, baila",instagram
vinijr,خوش درخشیدی دمت گرم,instagram
vinijr,❤️👏,instagram
vinijr,Que esse atlético de Madri tome naquele lugar fica fazendo racismo com meu Vini e as pessoas não fazem nada que eles tomem naquele lugar,instagram
vinijr,EL MUNDO ODIA AL REAL.,instagram
vinijr,🔥🔥🔥🔥DE CRACK A LEYENDA👏👏👏👏👏,instagram
vinijr,❤️,instagram
vinijr,Vinii sieempreee 🙌🙌🙌🔥,instagram
vinijr,❤️❤️❤️❤️❤️,instagram
vinijr,o Vini ama Madri e eu amo o vini,instagram
vinijr,Te queremos vini,instagram
vinijr,✊🏾🤍,instagram
vinijr,King vini 😎👊,instagram
vinijr,Parabéns,instagram
vinijr,👏👏👏👏👏👏,instagram
vinijr,😍😍,instagram
vinijr,💚💛,instagram
vinijr,❤️❤️❤️,instagram
vinijr,🔥🔥🔥🔥,instagram
vinijr,🔥🤪,instagram
vinijr,Asi asi asi gana madrid,instagram
vinijr,❤️❤️🔥🔥,instagram
vinijr,Tu é a força 🖤,instagram
vinijr,🤍,instagram
vinijr,Vinícius vc e incrível 😍🔥,instagram
vinijr,BAILA👏,instagram
vinijr,"V""i""nii vidi vinci",instagram
vinijr,❤️❤️❤️,instagram
vinijr,"Por favor, faz 5 gols contra na final do Mundial de Clubes contra o Flamengo 🥰 nunca te pedi nada 😂",instagram
vinijr,Preto no topo! Têm que respeitar ou engolir! Fogo no racismo. ✊🏽🔥✊🏾🔥✊🏿,instagram
vinijr,"Maior que qualquer preconceito 👏  BAILA Y BAILA, VINI JR❤️",instagram
vinijr,🤡🤡🤡🤡🤡🤡🤡🤡🤡,instagram
vinijr,كىىىىمك وكىىىم لعبك لو تلعب الف سنة متصير لاعب سبب تعادل انت والهجمات الي تضيعها,instagram
vinijr,"Menino, alguma providência tem que ser tomada. Já percebemos que a Espanha está fechando os olhos para o racism*. Nós, brasileiros, ficamos ofendidos pelo que estão fazendo contigo.",instagram
vinijr,BAILA VINI👑🕺,instagram
vinijr,thank you very much for the match today because you wear great 🚪 for Barça thank you 1000×,instagram
vinijr,"Deberías ir a la grada de animación, tendrías un mejor papel. 🤕",instagram
vinijr,"the team played well, but no goals were scored. That's okay every person make a mistake, keep practicing viniiii. You will be a big player one day, never give up!🤍🤍 #halamadrid",instagram
vinijr,Vamo viniiii 🙌🙌❤️❤️,instagram
vinijr,Bailaaa Vinii,instagram
vinijr,👎👎👎,instagram
vinijr,Te ríes cuando te comes un gol,instagram
vinijr,😾😾😾👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻😡😡😡1vs1,instagram
vinijr,‏‪⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢀⣸⣇⡀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣤⣾⠟⠛⠛⠻⣷⣤⣤⣄⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⢠⣾⠟⠉⣿⠇⠀⠀⠀⠀⠘⣿⡉⠻⣷⡄⠀⠀⠀⠀⠀⠀⠀⠀⢼⣏⠀⠀⣿⣆⣀⣤⣤⣀⣰⣿⠀⠀⣹⡷⠀⠀⠀⠀⠀⠀⠀⠀⠈⠻⣿⡿⠟⣛⣛⣉⣉⣛⣛⠻⢿⣿⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⣠⣴⣾⠿⠛⠛⠛⠛⠛⠛⠿⢷⣦⣄⠀⠀⠀⠀⠀⠀⠀⠀⣠⣾⠟⠉⡀⠀⠀⠀⠀⠀⠀⠀⠀⢀⠉⠻⣷⣦⠀⠀⠀⠀⢀⣾⠟⠁⣠⣾⢿⣦⣀⣀⣤⣤⣀⣀⣴⣿⣷⣄⠈⠻⣷⡄⠀⢀⣿⠏⢀⣾⡟⠁⣨⣿⢿⣿⡉⢉⣿⣿⣿⣅⠈⢻⣷⡀⠹⣿⡀⣼⡟⠀⣼⡟⠀⣼⡟⠁⠀⠙⣿⣿⠟⠁⠈⠋⠀⠀⢻⣷⠀⢻⣧⣿⡇⠀⣿⡇⢰⣿⠁⠀⠀⣀⣈⣁⡀⠀⠀⠀⠀⠀⠘⣿⠀⢸⣿⣿⡇⠀⣿⡇⠘⣿⡄⠀⠀⣿⡟⠛⠃⠀⠀⠀⠀⠀⢰⣿⠀⢸⣿⢸⣷⠀⢹⣷⡀⠹⣷⣄⠀⣿⡿⠿⠇⠀⣠⣦⠀⢀⣾⡏⠀⣾⡏⠀⢻⣧⠀⠹⠗⠀⠈⠻⢿⣿⣷⣶⣶⡿⠟⠁⠀⠚⠟⠀⣼⡟⠀⠀⠀⠻⣷⣄⠀⠀⠀⠀⠀⠛⠃⠀⠀⠀⠀⠀⠀⠀⣠⣾⠟⠀⠀⠀⠀⠀⠈⠻⣷⣤⣀⠀⠀⠀⠀⠀⠀⠀⠀⣀⣤⣾⠟⠁⠀⠀⠀⠀⠀⠀⠀⠀⠀⠙⠛⠿⢷⣶⣶⣶⣶⡾⠿⠛⠋⠀⠀⠀⠀⠀⠀,instagram
vinijr,🌚🌚🌚🦄🦄🦄🫵🏿🫵🏿🫵🏿,instagram
vinijr,Quero saber quando é que o Neguebinha vai parar de perder tantos gols e ser decisivo para o time em algum jogo que não esteja decidido. #fraco,instagram
vinijr,"Hace un gol simple mierdą, siempre la mas dificil",instagram
vinijr,Jogar muito mano e nois 👏,instagram
vinijr,"Vinicius júnior não liguei para as críticas e comentários,são pessoas que não sabem ser igual e  não respeitar os outros acham donos do mundo fazendo o que quer, ignore e jogue mostrando o que e mais de bonito seu futebol que encanta qualquer adulto ,criança adolescentes, racismo não existe são pessoas que criam em suas mentes e copiam, não deixe nada te abalar o Brasil e aqueles que te ama  e contra o preconceito estão com vc isso tudo vai passar e ser esquecido vc já um jogador a altura, vai na fé e sempre segurando a mão que nunca te abandona deus que está sempre com vc , não desista do seu futebol e do seu clube por causa de pessoas que não querem o seu bem,mostre pra eles o seu valor e seu futebol que e mais bonito de se ver a final vc nasceu pra ser vencedor acredite sempre em vc e na sua fé 🙏🥰",instagram
vinijr,THAT GOAL ⚡️⚡️⚽️,instagram
vinijr,❤️❤️❤️ show them Vini. ❤️❤️❤️,instagram
vinijr,"Vc é cria do mengão, vamos q vamos pra cima deles e bailar sempre👏👏👏.",instagram
vinijr,"😢He scored a goal and he's dancing, I didn't like it, I'm going to try to ridicule him.. Vini: 🕺🏿🕺🏻",instagram
vinijr,🕺🕺🕺🕺 crack!!,instagram
vinijr,U est un joueur exceptionnel,instagram
vinijr,Madrid loves you,instagram
vinijr,Que bonito es verte jugar baila vini 🕺🏿🤍,instagram
vinijr,حبيبي يخيه واقسم بالله فرحته بهدفك اكثر من فرحتي بتأهل اقسم بالله @vinijr ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️😍🔥,instagram
vinijr,Jamais abaixe a cabeça vc e um vencedor meu ídolo,instagram
vinijr,#bailavinijr 😍❤️🔥🤍,instagram
vinijr,Y España te odia 🙉,instagram
vinijr,"Apesar de sofrer uma série de ataques racistas,ele se superou e sempre continuou orgulhando os Brasileiros,de qualquer forma ele sempre se dedicou ao futebol,como varios jogadores do brasil, O povo brasileiro assim como eu tem gratidão por orgulhar e pregar o nome do brasil na boca do mundo inteiro!!!! NOS BRASILEIROS SOMOS GRATOS!!!👏👏👏👏👏",instagram
vinijr,Baila Vini ❤️,instagram
vinijr,Seu sonho está realizado 🏆🥇,instagram
vinijr,"Todo amor e apoio a vc, @vinijr ! Vc nos orgulha! ❤️",instagram
vinijr,Solo te falta puntería vini vamos no es tan difícil 👏👏👏👏👏,instagram
vinijr,Você é o melhor jogador. O futuro é seu. Campeões e amor pertencem a você.🕺🏾🤍❤️,instagram
vinijr,💪🏿🌟 Guerrero 🤍🪄,instagram
vinijr,Te amamos vini ❤️,instagram
vinijr,"Only 27 hours before the launch of the big project 2023, my friend, you can make a change in your life once and for all.#ccn_gold_token2023#ccn_very_nice_project2023 @siyamak.nazari.78",instagram
vinijr,VINI VC É UMA LENDA ✊🏿,instagram
vinijr,"Vc é um exemplo de vida,passando por tudo que vc está passando se mante em silêncio e da resposta em campo , parabéns guerreiro,só Deus sabe de onde vc saiu e onde vc chegou ,pra cima deles ,e dança,sorria ,o maior juiz está do alto dos céus olhando tudo !👏👏👏👏",instagram
vinijr,Baila pro mundo todo ver e ficar caladito. Você é phodda!!! 🤍🤎,instagram
vinijr,baila garoto ❤️,instagram
vinijr,"calou eles com seu talento, raça e bondade no coração! BORAAAAAAA 🖤",instagram
vinijr,FOGO NOS RACIST@S🔥🔥tu é o cara malvadeza👏👏a promessa,instagram
vinijr,VC É MAIOR QUE TODOS OS RASISTAS,instagram
vinijr,😍😍,instagram
vinijr,Vini do real madrid amem que deus te abecoe mn continua assim brother,instagram
vinijr,👏🔥❤️,instagram
vinijr,¡Baila vini baila!. Estamos con tigo vini grande.,instagram
vinijr,Baila Vini 🔥🔥 HALA MADRID,instagram
vinijr,Y LOS MADRIDISTAS TE AMAMOS VINI ❤,instagram
vinijr,"Você é grande, menino. Você é fera. Você é craque. Meu filho vibra a cada dança que você faz. Siga dançando. E siga sorrindo. Com esse sorrisão que ilumina. Baila y baila, Vini Jr. ❤️",instagram
vinijr,Te amo filha da,instagram
vinijr,The next time you score against them pull your cock out to their fans please❤️,instagram
vinijr,"Vc é uma pessoa incrível Vini,te amo 🥺❤️",instagram
vinijr,🇧🇷🇧🇷🇧🇷❤️,instagram
vinijr,@vinijr sakhatini l bara7 a sa7bi,instagram
vinijr,❤️❤️❤️,instagram
vinijr,Pelau,instagram
vinijr,Vɪɴɪɪɪɪɪ⚡🔥,instagram
vinijr,💜💜💜💜,instagram
vinijr,Baila y Baila,instagram
vinijr,te queremooooss🤍🤍,instagram
vinijr,Baila. 🤺🤺,instagram
vinijr,Keep going ❤️,instagram
vinijr,CRAQUE!🔥,instagram
vinijr,eu amo o,instagram
vinijr,🙏🏻,instagram
vinijr,@erickjmullerc,instagram
vinijr,🤍🤍🤍,instagram
vinijr,Bailaaaaaaa VINI Bailaaaaaaa 😍🤍🤍✨,instagram
vinijr,Baila na cara deles mlk 👏👏,instagram
vinijr,Baila Vini. Fogo no preconceito🔥,instagram
vinijr,"Vini ama flamengo, tenha pena de nós vinikkkkk",instagram
vinijr,Vini🔥❤️❤️❤️,instagram
vinijr,Baila vini baila estamos contigo garoto!!!,instagram
vinijr,Jogar DEMAIS malvadeza você e pika meu ídolo porra vamo hala madrid 🔥🔥👏👏😍😍😮😮🙌🙌,instagram
vinijr,Q grande eres @vinijr,instagram
vinijr,Baila muleke. Tô CTG e não abro nunca. 🔥✊🏾,instagram
vinijr,Baila Vini malvadeza 🙅🏻‍♂️,instagram
vinijr,Flamengo melhor que Real Madrid,instagram
vinijr,Baila Vini!!! 🤍,instagram
vinijr,Família é melhor que o Real Madrid,instagram
vinijr,Baila Vini ❤️❤️❤️❤️,instagram
vinijr,❤️👏🏽👏🏽,instagram
vinijr,"@vinijr Eres increíble!! La forma que tienes de regatear, correr, jugar, etc!! Eres maravilloso Vini!! Nunca pares de bailar y no pares de marcar esos golazos!! Siempre tu y siempre REAL MADRID!! HALA MADRID!! Vamos a por la Copa del Rey y a por nuestra 15° CHAMPIONS LEAGUE!! SIIIIIIIIUUUUUUUUU 🐛❤️🔥",instagram
vinijr,Baila Vini 🔥🔥🔥,instagram
vinijr,ole tus cojones,instagram
vinijr,https://youtu.be/pSpoAoPpmp44v4 subs#everyone,instagram
vinijr,❤️❤️❤️❤️❤️,instagram
vinijr,💪🏽👏🏽🙌🏽🙌🏽🙌🏽,instagram
vinijr,Lo peor esq se cree bueno,instagram
vinijr,👏👏👏,instagram
vinijr,Baila vini❤️‍🔥🤙,instagram
vinijr,Vini malvadao 😈🙅‍♂️,instagram
vinijr,The best...🌏🌎👏👏👏,instagram
vinijr,🤍🤍🤍,instagram
vinijr,Monstro🔥👏,instagram
vinijr,Baila y brilha!!!🔥✊🏽🧡,instagram
vinijr,BAILA VINI BAILA,instagram
vinijr,Visca Barca❤️💙,instagram
vinijr,🤍🤍Baila e baila sempre,instagram
vinijr,❤️,instagram
vinijr,🙌🙌🙌 glória a Deus,instagram
vinijr,#BailaViniJr,instagram
vinijr,🤍🤍,instagram
vinijr,@daviidalonso_  buenas noches,instagram
vinijr,Essa eh a resposta! Você é giganteeeee 👏🏻👏🏻🔥🔥,instagram
vinijr,"Você é surreal, vamos pra cima sempreeeeeee ❤️❤️❤️❤️❤️❤️",instagram
vinijr,Brabo 🔥🔥🔥,instagram
vinijr,Resposta é no campo sempre! ❤️,instagram
vinijr,Baila ✊🏿✊🏿🤍🤍,instagram
vinijr,Baila Vini Jr 👏🔥,instagram
vinijr,Baila vini 👏,instagram
vinijr,❤️‍🔥❤️‍🔥,instagram
vinijr,Vc merece !!!,instagram
vinijr,"Siga forte, Vini! Siga forte!🔥🔥🔥",instagram
vinijr,👏❤️,instagram
vinijr,"Madrid solo tiene un color,🤍",instagram
vinijr,👏👏👏muy bien eh sigue así 👏👏👏,instagram
vinijr,baila mlk ❤️🇧🇷,instagram
vinijr,semangatt vini🔥🔥🔥🔥🔥🔥,instagram
vinijr,✊🏿,instagram
vinijr,Vini vem baila aqui no Corinthians 👍🏻,instagram
vinijr,Vc e foda nego 🤍,instagram
vinijr,Vini te queremos ❤️,instagram
vinijr,🔥🔥,instagram
vinijr,https://www.instagram.com/reel/Cnn-djMDWhG/?igshid=YmMyMTA2M2Y=,instagram
vinijr,Baila vini,instagram
vinijr,Bom diaaaaa lindos 🙌🙌😢😍🇧🇷🇪🇦. Rela Madrid Vinícius Júnior,instagram
vinijr,Vc e bra MN não deixe eles de abala @vinijr vc e foda,instagram
vinijr,⚫⚫,instagram
vinijr,Y nosotros a ti!!!🙏🙏🙏🤍🤍🤍🤍🤍🤍🤍🥰🥰,instagram
vinijr,Bro a ver si atinamos más era para que marcaras dos goles no sé qué te pasa con el gol tío,instagram
vinijr,Um mau capítulo não significa que sua história acabou.baila baila vini jr 🔥,instagram
