player,comment,media
samueletoo,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,instagram
samueletoo,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🏆🏆🏆🏆🏆🖐🏻,instagram
samueletoo,ربحت تاعي😂😂😂,instagram
samueletoo,Emchi ta36iii 😂😂😂😂✈️✈️✈️✈️✈️byeee,instagram
samueletoo,😂😂😂😂😂😂😂,instagram
samueletoo,#EttoNoviolence,instagram
samueletoo,✈️,instagram
samueletoo,#etoonoviolence #لا_للعنف #الجزائر #حقوق_الصحافه #algeria #journalisme,instagram
samueletoo,yeah we are ready ✈️✈️✈️✈️✈️✈️,instagram
samueletoo,👎👎👎,instagram
samueletoo,Nik mok 🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🤬🤬,instagram
samueletoo,🐷🐷🐷🐷🐷🐷✈️✈️✈️✈️,instagram
samueletoo,By by etooo🖕🏼💀🥷,instagram
samueletoo,إيتو 😂😂 وينك مازالك تتنفس,instagram
samueletoo,صفا شويا ايتو😂😂😂😂😂,instagram
samueletoo,E L I M I N A D O 😭😭😭😭😭😭😭😭😭😭😭😭😭🥳🥳🥳🥳🥳🥳🥳🥳🥳🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,instagram
samueletoo,💩💩💩💩💩,instagram
samueletoo,🇨🇲🇨🇲🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼💀🥷🥷🥷,instagram
samueletoo,Eto 💩💩💩💩,instagram
samueletoo,Bravo vous l'avez faire ce ne t'ai pas votre objectif de battre le Brazil mais personne ne croyais vraiment en vous que vous allez battre le Brazil et voilà que vous l'avez faire l'objectif c'était d'aller jusqu'au bout mais dommage sinon le parcours n'était pas mal bravo car l'Afrique en ait fier de vous 👏🏽🔥❤️,instagram
samueletoo,🖕🏻🖕🏻,instagram
samueletoo,🇧🇷🇧🇷🇧🇷,instagram
samueletoo,Good luck with your match today🔥🔥,instagram
samueletoo,Les trafiquants,instagram
samueletoo,I hope🙏🏽,instagram
samueletoo,Where is gasama,instagram
samueletoo,😂😂😂😂😂😂BAYYYYYY,instagram
samueletoo,Je ne regarde même presque jamais le foot mais vraiment si le Cameroun perd aujourd’hui là je vais seulement pleurer 😭😭🇨🇲❤️ Ils attendent notre défaite 🚶🏽‍♀️Seigneur pardon seulement voici tes enfants qui vont jouer aujourd’hui toute la gloire te revient 🙏🏾🙏🏾😭,instagram
samueletoo,Vieux ont été tous là et l’Afrique est toute fière du Cameroun 🇨🇲 je crois à 💯 % que impossible n’est le Cameroun 🇨🇲🫡⚽️👊🏿 🦁 20.100-ABOUBACAR toute le monde entier a reconnus 💯💪,instagram
samueletoo,😂😂😂😂😂من مارس و انا نسنا في هدا النهار حمدالله اي شفتو😂😂,instagram
samueletoo,ALLEZ DEHOORS,instagram
samueletoo,Malgré la défaite du Kmeroon à 7 Cup ça se voit qu’Etoo est un grand leader… Que Dieu donne à l’Afrique plusieurs Etoo… Amine,instagram
samueletoo,Get back to your home 🤣🤣🤣,instagram
samueletoo,روح تعطي  بيك ب قوايدك,instagram
samueletoo,By by ✈️✈️🛬🛬🛬🛬🛬🛬🛬,instagram
samueletoo,اخرجو بكري من و قطر باش ما تتعطلوش في الطريق,instagram
samueletoo,1 2 3 vive l'algerie 4 5 6 vive la suisssssssssse,instagram
samueletoo,@samueletoo Thank you for showing us how working together is need to improve and put our African people in front to succeed and lead the next generation of future leaders. 🙏🏿🖤,instagram
samueletoo,"Voilà ce qui arrive lorsqu'on se met à dos les algériens 😂😂😂😂😂😂 Les prières de toute une nation vous ont eu pour cible 😈 Vous disiez aller en finale ???? Dans vos rêves , sans vos trafiquants et vos corruptions, vous ne vallez rien. J'espère que ça vous servira de leçon, il est plus honorable de perdre en jouant honnêtement, que de gagner en achetant l'arbitre 😂😂😂😂😂 Bravo @samueletoo",instagram
samueletoo,Vous n'avez pas assez d'argent pour acheter un arbitre en coupe du monde 🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️🧍‍♀️@itsalee.eex  trafique cha ydir,instagram
samueletoo,🤣🤣🤣🤣🤣🤣 there is no 💰💰💰 @samueletoo,instagram
samueletoo,ديماريتو ولا مزال! 😂,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,Go home 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣✈️✈️✈️✈️✈️✈️✈️✈️✈️✈️,instagram
samueletoo,Tu es loin d’un lionceau par contre les singes te représente parfaitement 😂😂😂😂😂😂😛,instagram
samueletoo,If you came egypt we would give you a lesson dont even try to get near the middleast,instagram
samueletoo,"L'avion est prêt, envolez vous vers votre pays, la honte du foot😂",instagram
samueletoo,Les faible 😂😂😂,instagram
samueletoo,Ooooooooo Neymar é melhor que o Eto,instagram
samueletoo,Brazil 0-2 Cameroun✊🏿✊🏿✊🏿❤️🇸🇳🇸🇳❤️❤️🇬🇭🇬🇭✊🏿✊🏿✊🏿,instagram
samueletoo,"@samueletoo o dia que a sua Seleção ganhar MUNDIAL, podemos trocar uma ideia …… Vc jogou muita bola mais fala muita merca também ….. Sucesso aí 🤙🏼",instagram
samueletoo,L'avion est prêt ❤️‍🔥✌🏼,instagram
samueletoo,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🛫🛫🛫🛫🛫🛫🛬🛬🛬🛬🛬🛬🛬🛬,instagram
samueletoo,Il est temps de rentrer à la maison😂😂,instagram
samueletoo,Yes you are really ready to come back home now 😂I told you before there is no ba,instagram
samueletoo,Va à l'aéroport etoo😂😂,instagram
samueletoo,Sans gassama vous n'irez nulle part 🤣🤣🤣 bon retour ✈️ ✈️,instagram
samueletoo,@samueletoo 🐶💩,instagram
samueletoo,Cameroon contre le Maroc au final 😂,instagram
samueletoo,عاجل ابو بكر يقلب طاولة غرفة تبديل الملابس و يجلس عليها هو زملائه 😂😂😂😂,instagram
samueletoo,"C'est quoi cette attaque et cette agression, Eto'o, tu es un animal ?? Avez-vous grandi dans une écurie ?? La malédiction des Algériens vous hantera partout où vous irez. ✌",instagram
samueletoo,Vous emporterez la coupe du monde dans le stade à côté de chez vous 😂😂✈️,instagram
samueletoo,Vers l'aéroport✈️✈️✈️✈️,instagram
samueletoo,✈️✈️✈️✈️✈️,instagram
samueletoo,gassama il est où ? 😂😂😂😂😂,instagram
samueletoo,"When you succeed with knowledge and bribery, this is the end 🤫🔥",instagram
samueletoo,Hhhhhh camerone this ways 😭😂😂😂😂,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,روح الله لا تربحك,instagram
samueletoo,💪🏽,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,#EtoNoViolence,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,#etoonoviolence,instagram
samueletoo,La finale Cameroun contre le Maroc 🤣🤣🤣🤣🤣,instagram
samueletoo,"🇲🇱, c'est l'Afrique qui gagnes 💪🏽, allez les lions 🇨🇲🇨🇲🦁",instagram
samueletoo,Bye bye 😂🇧🇷,instagram
samueletoo,Nahtchon ymk,instagram
samueletoo,@samueletoo 👉✅🐽🐷,instagram
samueletoo,Can I be on the Female team sir please? 😢,instagram
samueletoo,✈️✈️✈️✈️✈️😂😂😂😂😂💃💃💃💃💃💃,instagram
samueletoo,"Kkkkkkk ganhou 1, nunca ganhou nada! E falou que o BRASIL nunca foi um Grande Time, fraco!",instagram
samueletoo,bay bay 🤣🤣,instagram
samueletoo,✈️✈️😂😂,instagram
samueletoo,🙋‍♀️🙋‍♀️🤷‍♀️😂😂😂😂Bye byeeee ✈️✈️🙋‍♀️🙋‍♀️🙋‍♀️🙋‍♀️,instagram
samueletoo,Afriqa is behind you,instagram
samueletoo,Vous qualifiez la poésie 🙂,instagram
samueletoo,😂😂😂,instagram
samueletoo,✈️✈️🚀🚀🚀,instagram
samueletoo,Good luck 🤲🏾🙏🏿,instagram
samueletoo,A l’aéroport by by,instagram
samueletoo,🔥🔥,instagram
samueletoo,❤️❤️❤️,instagram
samueletoo,@_fmb.59 golo 9iw,instagram
samueletoo,L'équipe du Brésil est prête à gagner.... le menu sera crevettes avec caipirinha 🇧🇷🇧🇷,instagram
samueletoo,Te entire continent u mean 🙌🙌🙌 go lions !!!!❤️,instagram
samueletoo,🇸🇳♥️🇨🇲,instagram
samueletoo,Good Luck from 🇲🇦,instagram
samueletoo,🤲🏿🤲🏿🤲🏿🤲🏿🩸,instagram
samueletoo,Bonne change les lion 🇨🇲c'EST possible inchallah ons n'EST des lion 🇸🇳🇲🇦🇨🇲🇬🇭❤❤,instagram
samueletoo,Bye bye 👋👋👋,instagram
samueletoo,Le peuple Bassa a beaucoup donné au Cameroun,instagram
samueletoo,Go to home 🏡😂😂,instagram
samueletoo,❤️❤️🔥🔥,instagram
samueletoo,Cameron by by 😂😂,instagram
samueletoo,Byby 😂😂😂😂😂😂😂😂,instagram
samueletoo,Bye byee😂😂😂😂,instagram
samueletoo,"If you all can agree and pray to the one and Only true God, winning won't be a problem. Jesus + hardwork + faith = success.",instagram
samueletoo,Victoire ce soir 2-1 pour le Cameroun 🇨🇲 j’ai mis mon salaire dedans .,instagram
samueletoo,Allez les lions 🦁👏🏾 🇨🇲 2–1🇧🇷,instagram
samueletoo,"En la 3 foto, ya lo armaste 😂😂",instagram
samueletoo,Let’s go yes we can,instagram
samueletoo,"Faites nous rêver, bonne chance les Lions",instagram
samueletoo,Force a vous depuis le senegal 🇸🇳🙏🏾,instagram
samueletoo,@hiloune_ashley La deuxième photo 😂,instagram
samueletoo,أضحك أضحك 🤣🤣,instagram
samueletoo,Why you send Onana for house?,instagram
samueletoo,Good bye 👋🏻,instagram
samueletoo,The entire Africa not nation 🔥,instagram
samueletoo,There they did it 🙌🙌🙌,instagram
samueletoo,✈️✈️✈️✈️😂,instagram
samueletoo,علومك يا إيتو اخبارك من زمان عنك,instagram
samueletoo,حتى برازيليين راهم هنا يكومونتيو يا درا وش كان يقوللهم 😂😂😂,instagram
samueletoo,La génération doré @stixxphresh,instagram
samueletoo,Don’t cry bro 😂😂,instagram
samueletoo,🇨🇲🇨🇲🙌🙌,instagram
samueletoo,J'arrive!!! Hate d'assister au match 🙌👏,instagram
samueletoo,Jajajaja oe dejen de fumar,instagram
samueletoo,Darkom kmk,instagram
samueletoo,Après mon père c’est Eto’o.❤️,instagram
samueletoo,Ekier grand 😂😂si on a déjà gagné dis nous nor 😂😂😂ouar le 9 majuscule,instagram
samueletoo,Trois lions 🦁 des vrais 😍,instagram
samueletoo,Force à vous 🙌🙌🙌🇸🇳🇸🇳🇸🇳,instagram
samueletoo,The airport is calling,instagram
samueletoo,"Penta é sua seleção né caralho. Neymar maior que camarões inteiro, vou nem falar de Ronaldo, Pele, Ronaldinho, Kaká, Cafu, Rivaldo, Romário, Roberto Carlos…",instagram
samueletoo,Sou do Brasil mas amo vocês ❤️,instagram
samueletoo,Bye bye bye bye Cameron 😂😂😂😂😂😂,instagram
samueletoo,Gassama by by mondial Qatar,instagram
samueletoo,Éliminer ahahaha 😂😂😂 marquer pour être eliminer j’espère que vous pourrez dormir ce soir,instagram
samueletoo,Matar this way↗️↗️↗️,instagram
samueletoo,👏👏👏👏👏,instagram
samueletoo,"I’m sorry @samueletoo you shouldn’t say the entire nation, but whole continent…Let’s get it my lions 🦁. You can do it. Senegal is behind you 🇸🇳🇨🇲❤️",instagram
samueletoo,🛫🛫🛩️🚅🛬✈️✈️ 😂😂😂😂😂😂,instagram
samueletoo,Si seulement vous pouviez remettre les crampons 😢,instagram
samueletoo,Foi por pouco,instagram
samueletoo,"Tá mas, quem é penta msm?",instagram
samueletoo,Obina é melhor que Etoo!!,instagram
samueletoo,🇧🇷: ⭐⭐⭐⭐⭐ / 🇨🇲 👋🏻👋🏻👋🏻👋🏻👋🏻,instagram
samueletoo,"❤️💚🇧🇷👏👏👏👏Foi um jogo sensacional ,fiquei triste e ao mesmo alegre .Vocês foram gigantes...",instagram
samueletoo,Vieux père j'ai mis 500$ pour cameroun hein.,instagram
samueletoo,Ici c est le +237 🇨🇲|| “On a rien a envié au Brésil “Wokooohhh 🔥🔥🔥🔥|| la final de la coupe du Monde était aujourd’hui et le Continent Camerounais l a fait 😍😍😍😍😍😍😍😍😍😍😍,instagram
samueletoo,"Alright beloved bro,we are ready by the grace of our LORD JESUS CHRIST the indomitable Lion of Juda : Marc 4 :35-41; colossiens3 :23; Romain 6; Romain 8 :37; Romain 10 :9-10; Romain 12:2; Philippiens4 :4&13; Ephésiens 6 :11; Hébreux11 ;2jean1; Apocalypse3 :15-22✌️🤞🌈🇨🇲👑💯🙏🚴🤔",instagram
samueletoo,Abeg you after this Brazil match stop for d post. Wonna go comot,instagram
samueletoo,L’impossible n’est pas africain. On va le faire inshalla 🇸🇳🇸🇳🇸🇳,instagram
samueletoo,Si vous êtes prêt c'est que nous sommes prêts grand.....crier c'est quoi?😂🤲🤌,instagram
samueletoo,🇨🇲,instagram
samueletoo,"Merci au Cameroun 🇨🇲 j’ai pu gagner grâce au but de Vincent Aboubacar, Impossible n’est vraiment pas camerounais... Professeur dans Casa de papel était vraiment dans la révélation merci papa @samueletoo",instagram
samueletoo,Cameroon 2 Brazil 0✌🏽,instagram
samueletoo,"We love you guys ,  what an amazing football 🔥❤️❤️ 🇳🇬🇳🇬",instagram
samueletoo,قاسما 😂😂😂😂😂😂,instagram
samueletoo,Impossible n’est pas camerounais.Merci pour cette belle victoire.From 🇸🇳.,instagram
samueletoo,@samueletoo  and @song_officiel_4  vous vouliez gagner la coupe du monde et vous mettez au bancs votre seul meilleur joueur @vincentaboubakar10 . Quel paradoxe Africain et Principalement Camerounais.,instagram
samueletoo,Yaaa 9iwwww,instagram
samueletoo,Let’s goooooooo 🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲,instagram
samueletoo,Airport this way ➡️➡️✈️✈️😂😂😂😂😂😂,instagram
samueletoo,Airport this waay✈️✈️😂,instagram
samueletoo,Hahaha ✈✈✈,instagram
samueletoo,Byyyye byeeeeeeee cameroooon,instagram
samueletoo,😂😂😂😂😂😂😂😂😂😂,instagram
samueletoo,😂😂😂😂😂😂😂gasma 💩 💸💸💸💸🤷🤷🤷😂😂😂😂😂😂😂😂😂,instagram
samueletoo,😂😂😂😂😂😂,instagram
samueletoo,والبس النضارة ايييي الدنيا دوارة البس النضارة الدنيا دوارة,instagram
samueletoo,😂💔🇶🇦⏳🛫✈️🛬🇨🇲,instagram
samueletoo,Byby 😂😂😂😂😂,instagram
samueletoo,رووح لداركم ولدي😂😂,instagram
samueletoo,Bay bay 🤣🤣🤣🤣🤣,instagram
samueletoo,"Va à l'aéroport, Samuel Eto'o😂",instagram
samueletoo,Merci beaucoup papa Eto’o,instagram
samueletoo,🏆🏆🏆🏆🏆🇧🇷... Airport,instagram
samueletoo,Bye bye bye bye Cameron 😂😂😂😂😂😂,instagram
samueletoo,😂😂😂😂😂😂😂😂😂,instagram
samueletoo,😂😂😂😂,instagram
samueletoo,A seleção de vcs que foram uma boa equipe kkkk 😂😂😂😂😂 adios,instagram
samueletoo,Eto’o please ask @oneallsports to deliver the jerseys we acquired about 3 weeks ago. Cameroon might be out of the tournament today but the jerseys we got have still not been registered for delivery.,instagram
samueletoo,Trop trop fière d'être africain trop fière d'être sénégalaise trop fière d'être camerounaise🇨🇲🇸🇳,instagram
samueletoo,World champion in qatar 2022 🙏🙏 😍😍,instagram
samueletoo,Le rêve continue et sera exaucé par la grâce de Dieu 👏🏾👏🏾💪🏾💪🏾🇨🇲🇨🇲🙏🏾🙏🏾,instagram
samueletoo,😂😂😂,instagram
samueletoo,😂😂😂😂😂😂😂😂 @__wiiiix._.semm__  rwahi adhkiii,instagram
samueletoo,برا كمك,instagram
samueletoo,🤣🤣🤣🤣,instagram
samueletoo,💥🌍🎉🎉🎉,instagram
samueletoo,We proud of you always no mater what cameroon 🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲,instagram
samueletoo,🔥🙌❤️🇨🇲,instagram
samueletoo,🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷,instagram
samueletoo,🇧🇷. 🏆🏆🏆🏆🏆,instagram
samueletoo,😂😂😂😂😂😂😂😂,instagram
samueletoo,Les lions sont sortie comme des chatons directement l’aéroport 😂😂✈️🇨🇲,instagram
samueletoo,Alor la final 😢😢😢😢😢😢,instagram
samueletoo,🇨🇲🇨🇲🇨🇲respect,instagram
samueletoo,😂😂😂😂😂😂,instagram
samueletoo,@samueletoo 🙏🙏👍👍👍 #camerun 👍👍,instagram
samueletoo,Magic Patrick ça se voit qu'il coupe toujours la santé fort fort,instagram
samueletoo,😍😍😍,instagram
samueletoo,Make sure u put Abubakar to start the match,instagram
samueletoo,Tous derrière les lions 🇨🇲🇸🇳… Etoo le médiateur Africain,instagram
samueletoo,ÇA FAIT PLAISIR AU PEUPLE DE VOUS VOIR ENSEMBLE ! Merci pour votre travail messieurs !!!,instagram
samueletoo,Sa va le faire inchalla 🇸🇳🇸🇳,instagram
samueletoo,Boss Etoo,instagram
samueletoo,Not entire nation Mr Eto’o. I mean the entire continent,instagram
samueletoo,Yesssss ❤️🔥,instagram
samueletoo,Let's go 237🇨🇲🇨🇲🔥🔥,instagram
samueletoo,🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🔥🔥🔥🔥🔥🔥,instagram
samueletoo,Allez les Lions 🦁 ❤️🇨🇲💪,instagram
samueletoo,WE ARE REZDY 🔥💪🇨🇲,instagram
samueletoo,❤️🇨🇲🇨🇲🇨🇲🔥,instagram
samueletoo,🔥🔥🔥🔥👏👏👏,instagram
samueletoo,3 légende du football 🇨🇲 et du football africain,instagram
samueletoo,Le Cameroun va écrit l’histoire ce soir papa Et’oO 🍀🇨🇲,instagram
samueletoo,Depuis Sénégal 🇸🇳❤️ On est avec vous 🔥,instagram
samueletoo,We are 🇨🇲🇨🇲🇨🇲🇨🇲,instagram
samueletoo,Sénégal🇸🇳❤️Cameroun🇨🇲,instagram
samueletoo,Vamos 🇸🇳❤️💪🏾 il y a pas de favoris dans cette coupe du monde ! 🤝,instagram
samueletoo,C’est possible les lions 🦁 ✌🏾,instagram
samueletoo,It’s possible to do it.💪🏾,instagram
samueletoo,Tout l'Afrique est derrière vous 🇸🇳🇸🇳🇨🇲🇨🇲🇨🇲🔥🔥🔥,instagram
samueletoo,Bon courage 👏👏👏🔥,instagram
samueletoo,"5,9 and 10💪💪💪💪✅🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲🇨🇲👌",instagram
samueletoo,🇸🇳🇨🇲🔥🔥🔥 vous pouvez le faire,instagram
samueletoo,Brezil 0  cameroon 2,instagram
samueletoo,🇨🇲🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉,instagram
samueletoo,"@samueletoo  faut que l'équipe gagne je suis congolais 🇨🇩 je vous soutiens depuis Kinshasa, suisse ne gagnera pas la Serbie il aura un match nul où soite serbi gagnera allez les 🦁💪🏾🇨🇲",instagram
samueletoo,Tout chœur avec vous🇸🇳 🇨🇲,instagram
samueletoo,🔥🔥🔥❤️❤️❤️👏👏👏😍😍😍,instagram
samueletoo,Du courage bonne chance👏👏,instagram
samueletoo,🔥🔥🔥🔥🔥🔥,instagram
samueletoo,✌️✌️🇨🇲🇨🇲,instagram
samueletoo,🔥🔥🔥🔥,instagram
samueletoo,🦁🇨🇲❤️,instagram
samueletoo,🤞🏿🩸🦾,instagram
samueletoo,Pdt🔥🙏🏼,instagram
samueletoo,🔥🔥,instagram
samueletoo,I WISH this DREAM Come true🔥,instagram
samueletoo,Pardon @samueletoo  le gardien là peut nous Ndem 😢 j'ai peur,instagram
samueletoo,🔥🔥🔥🔥❤️❤️,instagram
samueletoo,Yes Am rady 💪🏻💪🏻💪🏻,instagram
samueletoo,🔥🔥,instagram
samueletoo,Fighting spirit,instagram
samueletoo,Yesssss👏,instagram
samueletoo,🙌🙌,instagram
samueletoo,Allez les lions.Que tous les Dieux du foot soient avec vous.,instagram
samueletoo,Nous comptons sur vous Mr le Président faite nous rêvez !!! Allez Cameroun 🇨🇲,instagram
samueletoo,Ramenez Onana,instagram
samueletoo,On va gagner inchallah 🇨🇲🌍🇸🇳,instagram
samueletoo,LET'S GO LIONS 🇸🇳❤️🇨🇲,instagram
samueletoo,Legend🙌🙌,instagram
samueletoo,Le continent camerounais compte sur vous,instagram
samueletoo,I hope abubakar is starting 🙏🙏🙏🙏,instagram
samueletoo,Force force force🔥🔥🔥🔥🔥🔥🔥🔥,instagram
samueletoo,Let's go 💪at home😂.,instagram
samueletoo,🇨🇲🇨🇲🇨🇲🙏🔥🔥,instagram
samueletoo,😍,instagram
samueletoo,We are ready we are not scared president cava donner ❤️❤️❤️🙌🔥🔥,instagram
samueletoo,Make Africans proud… beat 🇧🇷 🙏🏽,instagram
samueletoo,Not only Nation.Am from Kenya ......Africa Continent is United 🔥🔥,instagram
samueletoo,Nous allons le faire. Depuis le Sénégal on est avec vous,instagram
samueletoo,"C'est l'Afrique qui gagne, allez les Lions🇨🇲🇧🇫",instagram
samueletoo,🇨🇲🙌🏾🤩🥹,instagram
samueletoo,Bn chance✊🏿⚽,instagram
samueletoo,FOLLOW MY ACCOUNT KWA AMBAYE ANAHITAJI ODDS🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,instagram
samueletoo,Ça passe ou ça casse président ❤️❤️❤️ on les mets en danger...,instagram
samueletoo,❤️,instagram
samueletoo,Monsieur 9  Bonne Chance 🙏🏼🙏🏼🙏🏼,instagram
samueletoo,🙏🏽🇸🇳 🇨🇲,instagram
samueletoo,🔥🔥🔥🔥,instagram
samueletoo,🔥🔥,instagram
samueletoo,Allez les lions🦁🔥,instagram
samueletoo,We are ready 👏,instagram
samueletoo,🇸🇳🤝🏾🇨🇲,instagram
samueletoo,Camaron. 👏🔥🙌winers. Insha allh,instagram
samueletoo,Legendary picture,instagram
samueletoo,"Reposted from @mganga_wa_tiba_za_asili YULE BINGWA WA TIBA ASILI AFRIKA MASHARIKI NA KATI DR, Mwiru: ni mganga wa jadi anae tibu kupitia miti shamba kama vile kwa yule alie achwa mke, mume, au mchumba DR, Mwiru: atakurudishia kwa halaka sanaa mvuto wabiasha au mapenzi, mvuto kazini na kupandishwa cheo kumvuta aliekuwa mbali mke,au mume,mchumba au ndugu, kuondoa jini mahaba,na ndoto mbaya, kumuona mbaya wako na mungoni wako kumukamata mizi wako kwenye kio cha uganga SUP MWITA: Ni dawa ya majini,mikosi,nukusi,mabalaa na pia inasafisha nyota muone DR, Mwiru atakusaidia pia anatoa dawa ya kuongeza maumbile na nguvu za kiume itakayo kufanya uchelewe kufika kileleni kwa dakika ( 20 mpaka 30) na kuimalisha pamoja na kunenepesha mishipa ya uume ulio sinyaa na itakusaidia kurudia tendo ra ndoa zaidi ya mara 4 bila hamu kuisha wala kuhisi kuchoka DR, SALEHE pia anaweka zindiko la mwili, nyumba, vyombo,vya usafiri,na mashamba, kwa wale wanaosumbuliwa chango la uzazi mimba kuhalibika tatizo la tezi maumivu chini ya kitovu, ngiri, busha ganzi ,mwirini, miguu kuwaka Moto muone DR,Mwiru atakusaidia SUP, MFURETA, Ni dawa inayo tibu kisukari, kwa siku 21 tu, na imeonyesha mafanikio makubwa kwa watumiaji NJIMWI, Ni dawa ya limbwata kwa mke, au mume,au mchumba,na kumfanya akusikilize kwa kila unacho mwambia pia pete ya bahati yenye kuambatana na nyota ya mwanadamu,kuzuia chuma ulete na mengineya HUDUMA UTAIPATA POPOTE ULIPO DUNIANI WHATSAPP ±255764090233",instagram
samueletoo,Hummmm,instagram
samueletoo,🔥,instagram
samueletoo,🙏💚,instagram
samueletoo,🔥🔥,instagram
samueletoo,La RDC avait un peu souffert de vous 😊😊. #TheLegends,instagram
samueletoo,"Si vous réussissez à vous mettre au dessus des manipulateurs et des manipulations, vous ferez de la Galaxie une marque enviyante en Afrique et dans le monde.@samueletoo beaucoup de courage.",instagram
samueletoo,Etoo ir cisse,instagram
samueletoo,this guy smokes too much,instagram
samueletoo,❤️,instagram
samueletoo,jebem ti pantelejmona svetog,instagram
samueletoo,🔥🔥❤️,instagram
samueletoo,😂😂😂😂😂❤️,instagram
samueletoo,Les Trio 😍😍😍,instagram
samueletoo,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻,instagram
samueletoo,Gasama,instagram
samueletoo,Gasama ne pa la,instagram
samueletoo,Numéro 1🥇 en Afrique mr.eto'o 💪💖... Bonne chance et bon courage vous êtes les meilleurs 🥇👑,instagram
samueletoo,Legends!!!🔥🔥,instagram
samueletoo,😂😂😂😂😂😂😂💩💩💩💩💩☠️☠️☠️,instagram
samueletoo,Gassama n'est pas la,instagram
samueletoo,"We thank you mr President, for you're love, continued with that spirit, Cameroonian are with you❤️❤️❤️",instagram
samueletoo,"Brasil tá cagando pra o Camarões. Baixa tua bola, que te deu nome foi R10.",instagram
samueletoo,@blanc__17,instagram
samueletoo,👏👏🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,instagram
samueletoo,Shame on you samuel,instagram
samueletoo,Ah oui ! Soutien total,instagram
samueletoo,🖕🏻🖕🏻🖕🏻🖕🏻👌🏻👍,instagram
samueletoo,🖕🏻🖕🏻🖕🏻🖕🏻,instagram
samueletoo,🖕🏻🖕🏻🖕🏻🖕🏻🖕🏻👌🏻👍,instagram
samueletoo,My president Sir @samueletoo 🙏🏿🇨🇲,instagram
samueletoo,🖕🖕🖕🖕🖕🖕🖕,instagram
samueletoo,"we don't want to see u in Qatar we don't wanna see you ever,gather your stuff and get the hell out of here",instagram
samueletoo,Goodluck camerroonn on semi final 🔥🔥🔥,instagram
samueletoo,غاسما 🔥🔥,instagram
samueletoo,Y senegal JAJAJA,instagram
samueletoo,🇦🇷😂😂😂,instagram
samueletoo,Biggest BoBo of all time,instagram
samueletoo,❤️,instagram
samueletoo,😂😂😂😂😂,instagram
samueletoo,"U know one thing, Messi is the best",instagram
samueletoo,"Merci, Samuel Pour votre soutien à l’équipe marocaine 🇲🇦 Nous vous aimons, vous et le peuple du Cameroun et de tout le continent africain 🌍 En tant que Marocain Je dédie la qualification du Maroc aux demi-finales Pour tous les Africains ❤️❤️❤️❤️❤️ Très fier, parce que j’appartiens à ce continent🙏 Seulement vous et quelques personnes qui ont cru en notre équipe💕",instagram
samueletoo,https://youtu.be/YDSDQi5-wv4,instagram
samueletoo,https://youtu.be/YDSDQi5-wv4,instagram
samueletoo,"Coucou, tu fais le ménage, je te donnerai plus de devoirs à faire avant l'examen final , tu dois t'excuser auprès du youtubeur que tu as agressé, en LIVE !",instagram
samueletoo,Peinliche aktion gegen den youtuber eine ach so tolle legende sollte lieber mal nachdenken was er da tut und ich hoffe bekommst die gerechte strafe,instagram
samueletoo,💩💩💩💩💩💩,instagram
samueletoo,💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩💩,instagram
samueletoo,Félicitations 👏👏👏 grand vous avez bien fait pour  cette YouTuber mal éduqué vous avez nôtre soutien depuis Paris encore Félicitations 👏👏🔥,instagram
